tweet_id,timestamp,rating_numerator,name,sources,jpg_url,img_num,retweet_count,favorite_count,gender,dog_stage,breed_prediction,confidence
889638837579907072,2017-07-25 00:10:02,12,Ted,Twitter for iPhone,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,4735,27672,Male,,French_bulldog,0.99165
889531135344209921,2017-07-24 17:02:04,13,Stuart,Twitter for iPhone,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,2321,15359,Male,puppo,golden_retriever,0.953442
889278841981685760,2017-07-24 00:19:32,13,Oliver,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,5637,25652,,,whippet,0.626152
888917238123831296,2017-07-23 00:22:39,12,Jim,Twitter for iPhone,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,4709,29611,Male,,golden_retriever,0.714719
888804989199671297,2017-07-22 16:56:37,13,Zeke,Twitter for iPhone,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,4559,26080,Male,,golden_retriever,0.46976
888554962724278272,2017-07-22 00:23:06,13,Ralphus,Twitter for iPhone,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,3732,20290,Male,,Siberian_husky,0.700377
888078434458587136,2017-07-20 16:49:33,12,Gerald,Twitter for iPhone,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,3653,22201,Male,,French_bulldog,0.995026
887705289381826560,2017-07-19 16:06:48,13,Jeffrey,Twitter for iPhone,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,5609,30779,Male,,basset,0.821664
887517139158093824,2017-07-19 03:39:09,14,such,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,12082,46959,,,,0.0
887473957103951883,2017-07-19 00:47:34,13,Canela,Twitter for iPhone,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,18781,69871,Female,,Pembroke,0.809197
887343217045368832,2017-07-18 16:08:03,13,,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,10737,34222,,,Mexican_hairless,0.330741
887101392804085760,2017-07-18 00:07:08,12,,Twitter for iPhone,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,6167,31061,,,Samoyed,0.733942
886983233522544640,2017-07-17 16:17:36,13,Maya,Twitter for iPhone,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,8084,35859,Female,,Chihuahua,0.793469
886736880519319552,2017-07-16 23:58:41,13,Mingus,Twitter for iPhone,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,3443,12306,Male,,kuvasz,0.309706
886680336477933568,2017-07-16 20:14:00,13,Derek,Twitter for iPhone,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,4610,22798,Male,,,0.0
886366144734445568,2017-07-15 23:25:31,12,Roscoe,Twitter for iPhone,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,3316,21524,,pupper,French_bulldog,0.999201
886258384151887873,2017-07-15 16:17:19,13,Waffles,Twitter for iPhone,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,6523,28469,,,pug,0.943575
885984800019947520,2017-07-14 22:10:11,12,Jimbo,Twitter for iPhone,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,7097,33382,Male,,Blenheim_spaniel,0.972494
885528943205470208,2017-07-13 15:58:47,13,Maisey,Twitter for iPhone,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,6683,36689,Female,,pug,0.369275
885167619883638784,2017-07-12 16:03:00,13,,Twitter for iPhone,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,4556,22367,,,malamute,0.8124819999999999
884925521741709313,2017-07-12 00:01:00,12,Earl,Twitter for iPhone,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,16439,68152,Male,,Italian_greyhound,0.259916
884876753390489601,2017-07-11 20:47:12,13,Lola,Twitter for iPhone,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,6096,28514,,,chow,0.822103
884562892145688576,2017-07-11 00:00:02,13,Kevin,Twitter for iPhone,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,5100,24765,Male,,pug,0.5464060000000001
884441805382717440,2017-07-10 15:58:53,14,,Twitter for iPhone,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,5856,27478,,,Pembroke,0.993225
884162670584377345,2017-07-09 21:29:42,12,Yogi,Twitter for iPhone,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,3128,20771,Male,,German_shepherd,0.707046
883838122936631299,2017-07-09 00:00:04,12,Noah,Twitter for iPhone,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,3586,22349,Male,,Doberman,0.610946
883360690899218434,2017-07-07 16:22:55,13,Grizzwald,Twitter for iPhone,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,3825,22986,Male,floofer,chow,0.987997
883117836046086144,2017-07-07 00:17:54,13,,Twitter for iPhone,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,6949,37914,,,golden_retriever,0.949562
882992080364220416,2017-07-06 15:58:11,13,Rusty,Twitter for iPhone,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,4122,24445,Male,,Eskimo_dog,0.4667779999999999
882762694511734784,2017-07-06 00:46:41,12,Gus,Twitter for iPhone,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,5134,28903,Male,pupper,Labrador_retriever,0.85005
882627270321602560,2017-07-05 15:48:34,13,Stanley,Twitter for iPhone,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,6342,28382,Male,,Pembroke,0.542982
882268110199369728,2017-07-04 16:01:23,13,Alfy,Twitter for iPhone,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,12118,45880,,,golden_retriever,0.762211
882045870035918850,2017-07-04 01:18:17,13,Koko,Twitter for iPhone,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,5203,29900,Female,,golden_retriever,0.00694063
881906580714921986,2017-07-03 16:04:48,12,Rey,Twitter for iPhone,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,3533,24773,Male,,Weimaraner,0.291539
881666595344535552,2017-07-03 00:11:11,13,Gary,Twitter for iPhone,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,11099,51522,Male,,Saluki,0.529012
881536004380872706,2017-07-02 15:32:16,14,a,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,16570,50199,,pupper,Samoyed,0.281463
881268444196462592,2017-07-01 21:49:04,12,Elliot,Twitter for iPhone,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,5358,23501,Male,,,0.0
880935762899988482,2017-06-30 23:47:07,13,Louis,Twitter for iPhone,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,2886,17346,Male,,,0.0
880872448815771648,2017-06-30 19:35:32,12,,Twitter for iPhone,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,3989,21734,,,Pembroke,0.791416
880465832366813184,2017-06-29 16:39:47,12,Bella,Twitter for iPhone,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,6546,29075,Female,,golden_retriever,0.913255
880221127280381952,2017-06-29 00:27:25,12,Jesse,Twitter for iPhone,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,4436,27640,Male,,Chihuahua,0.238525
880095782870896641,2017-06-28 16:09:20,11,,Twitter for iPhone,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,4533,28150,,,miniature_pinscher,0.120298
879862464715927552,2017-06-28 00:42:13,13,Romeo,Twitter for iPhone,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,3642,22667,Male,,basset,0.813507
879492040517615616,2017-06-27 00:10:17,12,Bailey,Twitter for iPhone,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,3323,23822,Male,,German_short-haired_pointer,0.479896
879415818425184262,2017-06-26 19:07:24,13,Duddles,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,45849,107956,Male,,English_springer,0.383404
879376492567855104,2017-06-26 16:31:08,12,Jack,Twitter for iPhone,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,3261,17099,Male,,Labrador_retriever,0.0334961
879050749262655488,2017-06-25 18:56:45,11,Steven,Twitter for iPhone,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,4941,23022,Male,,,0.0
879008229531029506,2017-06-25 16:07:47,13,Beau,Twitter for iPhone,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,2812,19317,Male,,vizsla,0.960513
878776093423087618,2017-06-25 00:45:22,13,Snoopy,Twitter for iPhone,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,4319,19763,Male,puppo,Italian_greyhound,0.734684
878281511006478336,2017-06-23 16:00:04,13,Shadow,Twitter for iPhone,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,1349,7913,Male,,basset,0.32042
878057613040115712,2017-06-23 01:10:23,14,Emmy,Twitter for iPhone,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,7181,42876,Female,,French_bulldog,0.839097
877736472329191424,2017-06-22 03:54:17,13,Aja,Twitter for iPhone,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,17300,71144,Female,,Chesapeake_Bay_retriever,0.8379559999999999
877556246731214848,2017-06-21 15:58:08,12,Penny,Twitter for iPhone,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,3994,23258,Female,,basset,0.995368
877316821321428993,2017-06-21 00:06:44,13,Dante,Twitter for iPhone,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,5414,27907,Male,,Saluki,0.5099670000000001
877201837425926144,2017-06-20 16:29:50,12,Nelly,Twitter for iPhone,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,5880,27755,Male,,Pembroke,0.93112
876838120628539392,2017-06-19 16:24:33,12,Ginger,Twitter for iPhone,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,3506,21125,Female,pupper,bloodhound,0.575751
876484053909872640,2017-06-18 16:57:37,13,Benedict,Twitter for iPhone,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,2511,19163,Male,,golden_retriever,0.874566
876120275196170240,2017-06-17 16:52:05,13,Venti,Twitter for iPhone,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,4903,28490,Female,,Bernese_mountain_dog,0.534327
875747767867523072,2017-06-16 16:11:53,13,Goose,Twitter for iPhone,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,4497,25773,Male,,Labrador_retriever,0.799551
875144289856114688,2017-06-15 00:13:52,13,Nugget,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,5081,22185,,,Siberian_husky,0.245048
875021211251597312,2017-06-14 16:04:48,12,,Twitter for iPhone,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,4922,26022,,,West_Highland_white_terrier,0.7143189999999999
874680097055178752,2017-06-13 17:29:20,12,Cash,Twitter for iPhone,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,4875,28439,Male,,Labrador_retriever,0.836052
874296783580663808,2017-06-12 16:06:11,13,Jed,Twitter for iPhone,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,4308,26651,Male,pupper,cocker_spaniel,0.437216
874057562936811520,2017-06-12 00:15:36,12,,Twitter for iPhone,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1.0,4125,23134,,,flat-coated_retriever,0.8321770000000001
874012996292530176,2017-06-11 21:18:31,13,Sebastian,Twitter for iPhone,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,11007,35501,Male,puppo,Cardigan,0.806674
873580283840344065,2017-06-10 16:39:04,13,,Twitter for iPhone,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1.0,4143,24837,,,Newfoundland,0.678537
873213775632977920,2017-06-09 16:22:42,12,Sierra,Twitter for iPhone,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,1667,7467,Female,pupper,vizsla,0.6197819999999999
872967104147763200,2017-06-09 00:02:31,12,,Twitter for iPhone,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2.0,5669,28031,Male,,Labrador_retriever,0.476913
872820683541237760,2017-06-08 14:20:41,13,,Twitter for iPhone,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3.0,3884,15029,,,pug,0.99912
872620804844003328,2017-06-08 01:06:27,13,Monkey,Twitter for iPhone,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1.0,3911,21309,Female,,cocker_spaniel,0.513191
872486979161796608,2017-06-07 16:14:40,12,,Twitter for iPhone,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1.0,9429,41606,,,Pembroke,0.931861
872261713294495745,2017-06-07 01:19:32,13,Harry,Twitter for iPhone,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2.0,6649,35085,,,Labrador_retriever,0.972019
872122724285648897,2017-06-06 16:07:15,12,Kody,Twitter for iPhone,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1.0,8549,35324,Male,,pug,0.0667363
871879754684805121,2017-06-06 00:01:46,13,Lassie,Twitter for iPhone,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1.0,11918,39090,Female,,Shetland_sheepdog,0.969171
871762521631449091,2017-06-05 16:15:56,12,Rover,Twitter for iPhone,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2.0,3678,20787,Male,pupper,Labrador_retriever,0.921393
871515927908634625,2017-06-04 23:56:03,12,Napolean,Twitter for iPhone,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2.0,3628,20730,Male,,komondor,0.974781
871032628920680449,2017-06-03 15:55:36,13,Boomer,Twitter for iPhone,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1.0,3999,23255,Male,,kelpie,0.398053
870804317367881728,2017-06-03 00:48:22,11,,Twitter for iPhone,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1.0,6393,33791,,,,0.0
870656317836468226,2017-06-02 15:00:16,13,Cody,Twitter for iPhone,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4.0,2817,12819,Male,,Pembroke,0.945495
870374049280663552,2017-06-01 20:18:38,13,Zoey,Twitter for iPhone,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1.0,27680,85011,Female,,golden_retriever,0.841001
870308999962521604,2017-06-01 16:00:09,13,Rumble,Twitter for iPhone,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2.0,4384,22453,Male,,Greater_Swiss_Mountain_dog,0.6227520000000001
870063196459192321,2017-05-31 23:43:25,14,Clifford,Twitter for iPhone,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1.0,8840,37771,Male,,,0.0
869772420881756160,2017-05-31 04:27:59,13,Dewey,Twitter for iPhone,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1.0,10663,43710,Male,,Pembroke,0.980148
869702957897576449,2017-05-30 23:51:58,13,Stanley,Twitter for iPhone,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1.0,6728,29116,Male,,Pembroke,0.993449
869596645499047938,2017-05-30 16:49:31,12,Scout,Twitter for iPhone,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1.0,3327,16476,Male,,Chihuahua,0.955156
869227993411051520,2017-05-29 16:24:37,13,Gizmo,Twitter for iPhone,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1.0,4023,21112,,,Pembroke,0.664181
868880397819494401,2017-05-28 17:23:24,14,Walter,Twitter for iPhone,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1.0,12518,55098,Male,,French_bulldog,0.0999839
868622495443632128,2017-05-28 00:18:35,13,,Twitter for iPhone,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1.0,6275,28295,,,Labrador_retriever,0.868107
868552278524837888,2017-05-27 19:39:34,12,Cooper,Twitter for iPhone,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1.0,2240,10539,,,whippet,0.378151
867900495410671616,2017-05-26 00:29:37,12,,Twitter for iPhone,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1.0,4439,24964,,,Labrador_retriever,0.522644
867774946302451713,2017-05-25 16:10:44,13,Harold,Twitter for iPhone,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2.0,7788,35179,Male,,Border_collie,0.661953
867421006826221569,2017-05-24 16:44:18,12,Shikha,Twitter for iPhone,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1.0,2697,16755,Female,puppo,Eskimo_dog,0.6164569999999999
867051520902168576,2017-05-23 16:16:06,13,,Twitter for iPhone,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1.0,8425,33420,,,Samoyed,0.4714029999999999
866686824827068416,2017-05-22 16:06:55,12,Lili,Twitter for iPhone,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1.0,3727,20070,Female,,flat-coated_retriever,0.51473
866450705531457537,2017-05-22 00:28:40,13,Jamesy,Twitter for iPhone,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2.0,32883,106827,Male,pupper,French_bulldog,0.905334
866334964761202691,2017-05-21 16:48:45,12,Coco,Twitter for iPhone,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1.0,15546,54720,Female,,Samoyed,0.984086
865718153858494464,2017-05-19 23:57:46,13,Boomer,Twitter for iPhone,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1.0,6008,26640,Male,,golden_retriever,0.673664
865359393868664832,2017-05-19 00:12:11,13,Sammy,Twitter for iPhone,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2.0,5384,27530,,,Chesapeake_Bay_retriever,0.832435
865006731092295680,2017-05-18 00:50:50,13,Nelly,Twitter for iPhone,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1.0,8209,29063,Male,,Pembroke,0.989882
864873206498414592,2017-05-17 16:00:15,14,,Twitter for iPhone,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2.0,9361,33651,,,,0.0
864279568663928832,2017-05-16 00:41:21,12,Meatball,Twitter for iPhone,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1.0,3266,15195,Male,,bull_mastiff,0.668613
864197398364647424,2017-05-15 19:14:50,13,Paisley,Twitter for iPhone,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4.0,9616,31459,Female,,golden_retriever,0.945905
863907417377173506,2017-05-15 00:02:33,13,Albus,Twitter for iPhone,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,1.0,4441,21477,Male,,,0.0
863553081350529029,2017-05-14 00:34:33,13,Neptune,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1.0,4489,15935,Male,,Eskimo_dog,0.41333
863432100342583297,2017-05-13 16:33:49,12,Belle,Twitter for iPhone,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1.0,5664,24829,Female,,Staffordshire_bullterrier,0.690517
863079547188785154,2017-05-12 17:12:53,14,,Twitter for iPhone,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,1.0,1195,9094,Male,,Lakeland_terrier,0.275242
863062471531167744,2017-05-12 16:05:02,13,Quinn,Twitter for iPhone,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2.0,2687,8945,Female,,French_bulldog,0.935804
862831371563274240,2017-05-12 00:46:44,13,Zooey,Twitter for iPhone,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2.0,5457,20011,Female,,Australian_terrier,0.207281
862722525377298433,2017-05-11 17:34:13,11,Dave,Twitter for iPhone,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1.0,3809,17779,Male,,basset,0.39333
862457590147678208,2017-05-11 00:01:27,13,Jersey,Twitter for iPhone,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,1.0,5388,21492,Male,,,0.0
862096992088072192,2017-05-10 00:08:34,13,,Twitter for iPhone,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2.0,21840,66437,,,chow,0.677589
861383897657036800,2017-05-08 00:54:59,13,Hobbes,Twitter for iPhone,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1.0,11528,37744,Male,,Cardigan,0.771008
861288531465048066,2017-05-07 18:36:02,13,,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,1.0,4479,18032,,,Bouvier_des_Flandres,0.0826102
861005113778896900,2017-05-06 23:49:50,12,Burt,Twitter for iPhone,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,1.0,4119,17538,Male,,German_shepherd,0.507951
860563773140209665,2017-05-05 18:36:06,13,Lorenzo,Twitter for iPhone,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,1.0,2334,7878,Male,,Cardigan,0.583936
860524505164394496,2017-05-05 16:00:04,13,Carl,Twitter for iPhone,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1.0,5698,24678,Male,,Bedlington_terrier,0.286558
860276583193509888,2017-05-04 23:34:55,12,Jordy,Twitter for iPhone,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,1.0,3745,19154,Male,,,0.0
860184849394610176,2017-05-04 17:30:24,14,,Twitter for iPhone,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,1.0,6295,17474,,,,0.0
859924526012018688,2017-05-04 00:15:58,12,Milky,Twitter for iPhone,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1.0,4349,20021,Female,,French_bulldog,0.254587
859851578198683649,2017-05-03 19:26:06,13,Trooper,Twitter for iPhone,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4.0,3780,16105,Male,,Labrador_retriever,0.899086
859607811541651456,2017-05-03 03:17:27,13,,Twitter for iPhone,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1.0,1704,19476,Female,puppo,golden_retriever,0.8955290000000001
859196978902773760,2017-05-02 00:04:57,12,quite,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,1.0,25661,75193,,,malamute,0.216163
859074603037188101,2017-05-01 15:58:40,13,,Twitter for iPhone,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,1.0,14740,35553,,,,0.0
858843525470990336,2017-05-01 00:40:27,13,,Twitter for iPhone,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1.0,3771,16304,,,golden_retriever,0.57812
858471635011153920,2017-04-30 00:02:42,13,Sophie,Twitter for iPhone,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1.0,5271,22640,Female,,Pembroke,0.987407
858107933456039936,2017-04-28 23:57:28,12,Wyatt,Twitter for iPhone,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1.0,3154,16524,Male,,golden_retriever,0.863874
857989990357356544,2017-04-28 16:08:49,12,Rosie,Twitter for iPhone,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1.0,2812,16952,Female,,French_bulldog,0.43258
857746408056729600,2017-04-28 00:00:54,13,Thor,Twitter for iPhone,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1.0,11524,36021,Male,,Labrador_retriever,0.919832
857393404942143489,2017-04-27 00:38:11,13,,Twitter for iPhone,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,3.0,1785,6236,,,malamute,0.8415969999999999
857263160327368704,2017-04-26 16:00:39,13,Oscar,Twitter for iPhone,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1.0,4934,21041,,,Samoyed,0.998021
857029823797047296,2017-04-26 00:33:27,12,Zeke,Twitter for iPhone,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2.0,4364,19910,Male,,golden_retriever,0.968623
856543823941562368,2017-04-24 16:22:16,12,Callie,Twitter for iPhone,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,1.0,3131,17135,Female,,Boston_bull,0.30691
